fecha,ciudad,categoría,unidades,precio_unit
2025-01-24,Valencia,Accesorios,1,59.26
2025-01-24,Valencia,Ropa,1,86.74
2025-01-24,Madrid,Ropa,1,85.38
2025-01-24,Valencia,Accesorios,3,58.75
2025-01-24,Valencia,Ropa,2,71.09
2025-01-24,Valencia,Ropa,1,57.21
2025-01-24,Barcelona,Calzado,2,42.65
2025-01-24,Madrid,Calzado,1,78.56
2025-01-24,Barcelona,Ropa,4,80.57
2025-01-24,Valencia,Calzado,3,62.76
2025-01-24,Barcelona,Calzado,4,99.97
2025-01-24,Barcelona,Ropa,2,77.99
2025-01-24,Valencia,Accesorios,3,8.1
2025-01-24,Barcelona,Ropa,3,71.07
2025-01-24,Bilbao,Ropa,2,58.98
2025-01-24,Barcelona,Calzado,4,50.15
2025-01-24,Barcelona,Calzado,4,79.93
2025-01-24,Barcelona,Accesorios,1,53.51
2025-01-24,Madrid,Ropa,4,72.39
2025-01-25,Madrid,Accesorios,4,29.22
2025-01-25,Barcelona,Accesorios,1,32.87
2025-01-25,Barcelona,Calzado,2,73.96
2025-01-25,Barcelona,Calzado,4,88.7
2025-01-25,Barcelona,Ropa,3,66.33
2025-01-25,Bilbao,Ropa,4,55.88
2025-01-25,Madrid,Ropa,2,42.99
2025-01-25,Barcelona,Accesorios,1,34.11
2025-01-25,Madrid,Calzado,1,100.74
2025-01-25,Valencia,Calzado,2,92.49
2025-01-25,Madrid,Calzado,3,34.72
2025-01-25,Barcelona,Ropa,2,46.99
2025-01-25,Barcelona,Ropa,1,69.23
2025-01-25,Madrid,Accesorios,4,55.32
2025-01-25,Valencia,Ropa,2,36.31
2025-01-25,Valencia,Ropa,2,53.67
2025-01-25,Barcelona,Ropa,3,37.89
2025-01-25,Barcelona,Ropa,2,18.79
2025-01-25,Valencia,Calzado,2,101.13
2025-01-25,Madrid,Ropa,4,62.03
2025-01-25,Bilbao,Calzado,1,107.73
2025-01-25,Barcelona,Accesorios,1,30.95
2025-01-25,Valencia,Accesorios,4,57.38
2025-01-25,Barcelona,Ropa,1,64.87
2025-01-25,Madrid,Ropa,2,22.63
2025-01-25,Madrid,Accesorios,4,48.13
2025-01-26,Valencia,Ropa,2,87.09
2025-01-26,Barcelona,Calzado,1,49.22
2025-01-26,Barcelona,Accesorios,3,58.4
2025-01-26,Barcelona,Ropa,4,37.11
2025-01-26,Barcelona,Calzado,3,78.94
2025-01-26,Valencia,Ropa,4,72.44
2025-01-26,Madrid,Calzado,4,49.41
2025-01-26,Valencia,Calzado,2,95.96
2025-01-26,Barcelona,Ropa,3,42.12
2025-01-26,Valencia,Calzado,2,30.3
2025-01-26,Barcelona,Ropa,2,35.51
2025-01-26,Barcelona,Ropa,4,16.09
2025-01-26,Bilbao,Ropa,1,44.16
2025-01-26,Barcelona,Ropa,4,25.34
2025-01-26,Valencia,Ropa,3,34.94
2025-01-26,Barcelona,Calzado,3,115.15
2025-01-26,Valencia,Calzado,4,39.58
2025-01-26,Madrid,Ropa,1,47.54
2025-01-26,Barcelona,Ropa,3,48.31
2025-01-26,Bilbao,Calzado,2,37.88
2025-01-26,Bilbao,Calzado,3,47.25
2025-01-26,Madrid,Calzado,4,36.25
2025-01-27,Barcelona,Accesorios,3,27.72
2025-01-27,Bilbao,Ropa,1,60.44
2025-01-27,Madrid,Calzado,3,81.65
2025-01-27,Valencia,Calzado,2,59.52
2025-01-27,Barcelona,Accesorios,2,24.84
2025-01-27,Barcelona,Ropa,4,25.48
2025-01-27,Valencia,Ropa,1,55.22
2025-01-27,Valencia,Calzado,3,71.32
2025-01-27,Barcelona,Calzado,4,66.23
2025-01-27,Madrid,Calzado,4,77.87
2025-01-27,Barcelona,Ropa,4,44.26
2025-01-27,Barcelona,Calzado,3,70.25
2025-01-27,Madrid,Ropa,1,32.45
2025-01-27,Barcelona,Ropa,1,26.56
2025-01-27,Barcelona,Calzado,1,42.41
2025-01-27,Bilbao,Calzado,1,115.61
2025-01-27,Barcelona,Ropa,2,84.5
2025-01-27,Barcelona,Calzado,2,37.44
2025-01-27,Barcelona,Calzado,2,93.32
2025-01-27,Madrid,Calzado,4,42.22
2025-01-27,Valencia,Calzado,2,100.75
2025-01-28,Bilbao,Ropa,2,89.64
2025-01-28,Valencia,Ropa,3,18.99
2025-01-28,Bilbao,Ropa,1,75.66
2025-01-28,Bilbao,Calzado,1,79.34
2025-01-28,Valencia,Ropa,4,49.12
2025-01-28,Barcelona,Ropa,3,55.89
2025-01-28,Valencia,Calzado,2,119.14
2025-01-28,Valencia,Calzado,4,52.6
2025-01-28,Valencia,Calzado,2,106.64
2025-01-28,Valencia,Ropa,4,46.39
2025-01-28,Valencia,Calzado,4,91.17
2025-01-28,Valencia,Ropa,3,26.53
2025-01-28,Bilbao,Calzado,1,55.18
2025-01-28,Valencia,Accesorios,1,19.77
2025-01-28,Madrid,Calzado,3,39.47
2025-01-28,Madrid,Calzado,2,52.98
2025-01-28,Madrid,Calzado,1,116.7
2025-01-28,Madrid,Ropa,1,43.55
2025-01-28,Barcelona,Calzado,2,111.85
2025-01-28,Barcelona,Ropa,4,69.65
2025-01-28,Madrid,Ropa,3,39.02
2025-01-29,Valencia,Calzado,2,46.42
2025-01-29,Madrid,Calzado,2,110.78
2025-01-29,Barcelona,Calzado,4,113.31
2025-01-29,Barcelona,Ropa,1,45.93
2025-01-29,Bilbao,Calzado,1,43.31
2025-01-29,Barcelona,Calzado,2,94.0
2025-01-29,Barcelona,Ropa,1,24.38
2025-01-29,Madrid,Ropa,1,59.53
2025-01-29,Valencia,Ropa,2,78.37
2025-01-29,Barcelona,Calzado,2,39.72
2025-01-29,Barcelona,Accesorios,1,25.72
2025-01-29,Valencia,Ropa,4,38.85
2025-01-29,Madrid,Ropa,3,76.07
2025-01-29,Valencia,Calzado,4,108.44
2025-01-29,Barcelona,Calzado,3,98.44
2025-01-29,Madrid,Calzado,4,76.54
2025-01-29,Valencia,Ropa,3,40.83
2025-01-29,Madrid,Calzado,3,61.12
2025-01-29,Barcelona,Ropa,4,57.36
2025-01-29,Valencia,Calzado,4,91.87
2025-01-29,Bilbao,Ropa,4,20.3
2025-01-29,Valencia,Accesorios,4,56.42
2025-01-30,Barcelona,Calzado,4,107.13
2025-01-30,Madrid,Ropa,2,85.22
2025-01-30,Valencia,Calzado,4,91.46
2025-01-30,Valencia,Calzado,2,56.58
2025-01-30,Madrid,Calzado,2,94.24
2025-01-30,Madrid,Ropa,4,40.12
2025-01-30,Madrid,Ropa,1,21.86
2025-01-30,Valencia,Accesorios,1,57.43
2025-01-30,Barcelona,Calzado,1,40.88
2025-01-30,Barcelona,Ropa,3,64.88
2025-01-30,Barcelona,Ropa,2,45.09
2025-01-30,Madrid,Ropa,2,56.05
2025-01-30,Bilbao,Ropa,3,86.53
2025-01-30,Barcelona,Ropa,1,23.72
2025-01-30,Barcelona,Ropa,2,28.11
2025-01-30,Barcelona,Calzado,3,113.01
2025-01-30,Madrid,Ropa,2,45.83
2025-01-30,Valencia,Ropa,1,60.83
2025-01-30,Barcelona,Ropa,4,22.88
2025-01-30,Madrid,Calzado,2,52.88
2025-01-30,Bilbao,Ropa,3,17.06
2025-01-30,Barcelona,Ropa,1,32.15
2025-01-30,Barcelona,Calzado,2,74.19
2025-01-30,Madrid,Calzado,4,36.96
2025-01-30,Madrid,Calzado,1,42.26
2025-01-30,Bilbao,Ropa,2,60.64
2025-01-30,Barcelona,Accesorios,4,19.94
2025-01-30,Valencia,Ropa,4,29.85
2025-01-30,Bilbao,Ropa,1,65.98
2025-01-30,Madrid,Accesorios,3,43.32
2025-01-30,Valencia,Ropa,3,53.1
2025-01-30,Valencia,Calzado,4,52.36
2025-01-30,Madrid,Calzado,1,31.88
2025-01-30,Valencia,Accesorios,1,41.65
2025-01-31,Madrid,Accesorios,2,25.56
2025-01-31,Bilbao,Calzado,1,38.87
2025-01-31,Madrid,Calzado,2,31.9
2025-01-31,Barcelona,Ropa,2,20.38
2025-01-31,Madrid,Ropa,1,89.19
2025-01-31,Valencia,Ropa,4,27.25
2025-01-31,Barcelona,Accesorios,3,43.23
2025-01-31,Madrid,Ropa,1,59.63
2025-01-31,Barcelona,Calzado,3,32.18
2025-01-31,Barcelona,Calzado,1,85.13
2025-01-31,Barcelona,Calzado,1,75.39
2025-01-31,Barcelona,Ropa,4,43.46
2025-01-31,Valencia,Accesorios,1,9.41
2025-01-31,Barcelona,Accesorios,2,53.4
2025-01-31,Valencia,Ropa,3,32.63
2025-01-31,Barcelona,Ropa,3,35.35
2025-01-31,Barcelona,Ropa,4,82.52
2025-01-31,Barcelona,Ropa,2,89.23
2025-01-31,Barcelona,Calzado,4,109.43
2025-01-31,Madrid,Ropa,4,18.38
2025-01-31,Madrid,Calzado,3,91.52
2025-01-31,Barcelona,Ropa,4,32.31
2025-01-31,Barcelona,Ropa,3,66.29
2025-01-31,Madrid,Calzado,3,86.68
2025-01-31,Valencia,Ropa,1,57.18
2025-01-31,Barcelona,Ropa,4,52.59
2025-01-31,Valencia,Accesorios,1,53.79
2025-01-31,Barcelona,Accesorios,1,29.93
2025-02-01,Barcelona,Ropa,3,52.34
2025-02-01,Barcelona,Ropa,1,33.79
2025-02-01,Valencia,Ropa,4,75.77
2025-02-01,Barcelona,Ropa,4,25.03
2025-02-01,Madrid,Accesorios,4,11.14
2025-02-01,Barcelona,Ropa,2,76.43
2025-02-01,Valencia,Calzado,1,38.93
2025-02-01,Madrid,Calzado,4,56.13
2025-02-01,Bilbao,Accesorios,2,26.42
2025-02-01,Madrid,Ropa,4,64.23
2025-02-01,Valencia,Ropa,2,44.26
2025-02-01,Madrid,Accesorios,4,40.83
2025-02-01,Valencia,Accesorios,1,59.88
2025-02-01,Madrid,Ropa,2,87.11
2025-02-01,Valencia,Ropa,2,70.77
2025-02-01,Madrid,Calzado,2,100.22
2025-02-01,Barcelona,Calzado,2,42.59
2025-02-01,Bilbao,Calzado,1,109.03
2025-02-01,Barcelona,Ropa,3,37.31
2025-02-01,Bilbao,Calzado,4,84.11
2025-02-01,Valencia,Ropa,2,30.2
2025-02-01,Valencia,Ropa,2,15.41
2025-02-01,Madrid,Ropa,3,75.5
2025-02-01,Barcelona,Ropa,4,53.06
2025-02-01,Valencia,Ropa,3,40.3
2025-02-01,Barcelona,Calzado,4,118.16
2025-02-01,Barcelona,Calzado,2,82.85
2025-02-01,Barcelona,Ropa,1,79.4
2025-02-01,Valencia,Ropa,4,19.27
2025-02-01,Bilbao,Ropa,2,47.16
2025-02-01,Madrid,Ropa,2,77.57
2025-02-01,Madrid,Calzado,3,31.17
2025-02-01,Barcelona,Calzado,4,113.56
2025-02-01,Valencia,Ropa,3,81.8
2025-02-02,Valencia,Calzado,4,42.83
2025-02-02,Barcelona,Calzado,2,56.8
2025-02-02,Bilbao,Ropa,2,67.65
2025-02-02,Barcelona,Ropa,1,27.33
2025-02-02,Barcelona,Accesorios,2,44.19
2025-02-02,Madrid,Ropa,1,23.34
2025-02-02,Madrid,Accesorios,3,31.57
2025-02-02,Barcelona,Accesorios,1,13.25
2025-02-02,Barcelona,Ropa,4,24.56
2025-02-02,Barcelona,Ropa,3,85.82
2025-02-02,Barcelona,Calzado,3,91.94
2025-02-02,Madrid,Accesorios,1,58.52
2025-02-02,Barcelona,Accesorios,2,42.48
2025-02-02,Madrid,Calzado,4,98.76
2025-02-02,Valencia,Ropa,4,51.94
2025-02-02,Madrid,Calzado,1,77.47
2025-02-02,Valencia,Calzado,3,91.04
2025-02-02,Valencia,Ropa,1,58.37
2025-02-02,Barcelona,Calzado,2,85.46
2025-02-02,Madrid,Calzado,3,73.38
2025-02-02,Valencia,Ropa,4,37.5
2025-02-02,Valencia,Calzado,2,39.84
2025-02-02,Barcelona,Calzado,3,116.45
2025-02-02,Valencia,Calzado,4,117.64
2025-02-02,Madrid,Ropa,4,45.12
2025-02-02,Bilbao,Calzado,1,43.05
2025-02-02,Madrid,Ropa,2,34.95
2025-02-02,Barcelona,Ropa,1,57.22
2025-02-02,Valencia,Accesorios,3,12.38
2025-02-02,Bilbao,Accesorios,2,40.6
2025-02-02,Barcelona,Ropa,1,85.55
2025-02-02,Madrid,Calzado,4,107.15
2025-02-03,Barcelona,Calzado,3,32.2
2025-02-03,Valencia,Ropa,4,64.66
2025-02-03,Barcelona,Calzado,3,65.76
2025-02-03,Barcelona,Calzado,1,103.43
2025-02-03,Bilbao,Calzado,3,93.43
2025-02-03,Barcelona,Ropa,1,36.1
2025-02-03,Valencia,Accesorios,1,55.34
2025-02-03,Madrid,Ropa,1,54.1
2025-02-03,Barcelona,Ropa,2,76.12
2025-02-03,Madrid,Calzado,4,108.32
2025-02-03,Madrid,Ropa,3,59.57
2025-02-03,Madrid,Calzado,3,38.58
2025-02-03,Madrid,Calzado,3,55.94
2025-02-03,Barcelona,Accesorios,4,59.0
2025-02-03,Barcelona,Calzado,3,118.07
2025-02-03,Valencia,Ropa,1,42.85
2025-02-03,Valencia,Ropa,4,77.22
2025-02-03,Valencia,Ropa,3,23.04
2025-02-03,Valencia,Ropa,3,50.64
2025-02-03,Valencia,Calzado,1,38.3
2025-02-03,Madrid,Ropa,3,33.81
2025-02-03,Barcelona,Ropa,2,46.25
2025-02-04,Madrid,Ropa,4,64.99
2025-02-04,Valencia,Accesorios,2,25.64
2025-02-04,Madrid,Ropa,2,80.94
2025-02-04,Bilbao,Ropa,2,39.7
2025-02-04,Barcelona,Ropa,2,57.23
2025-02-04,Valencia,Ropa,1,30.66
2025-02-04,Valencia,Ropa,2,23.04
2025-02-04,Bilbao,Ropa,3,77.02
2025-02-04,Barcelona,Calzado,3,37.83
2025-02-04,Madrid,Calzado,1,62.61
2025-02-04,Barcelona,Accesorios,4,55.72
2025-02-04,Valencia,Ropa,4,53.77
2025-02-04,Madrid,Ropa,1,50.19
2025-02-04,Barcelona,Ropa,4,23.13
2025-02-04,Barcelona,Ropa,3,19.5
2025-02-04,Valencia,Ropa,1,68.69
2025-02-04,Barcelona,Calzado,3,43.15
2025-02-04,Bilbao,Ropa,3,46.77
2025-02-05,Bilbao,Ropa,1,89.87
2025-02-05,Madrid,Calzado,4,60.05
2025-02-05,Barcelona,Ropa,2,72.51
2025-02-05,Barcelona,Calzado,4,94.46
2025-02-05,Barcelona,Ropa,3,40.92
2025-02-05,Barcelona,Calzado,2,115.06
2025-02-05,Valencia,Ropa,1,72.13
2025-02-05,Barcelona,Calzado,3,34.04
2025-02-05,Bilbao,Ropa,2,77.6
2025-02-05,Madrid,Ropa,1,74.83
2025-02-05,Bilbao,Ropa,4,19.91
2025-02-05,Valencia,Ropa,1,45.69
2025-02-05,Barcelona,Calzado,4,61.69
2025-02-05,Valencia,Ropa,1,54.0
2025-02-05,Barcelona,Calzado,4,119.41
2025-02-05,Madrid,Ropa,3,60.43
2025-02-05,Madrid,Ropa,2,74.4
2025-02-05,Madrid,Ropa,4,42.06
2025-02-05,Madrid,Ropa,3,31.0
2025-02-05,Valencia,Ropa,4,38.72
2025-02-05,Barcelona,Calzado,3,78.71
2025-02-05,Valencia,Accesorios,1,18.83
2025-02-05,Bilbao,Ropa,4,73.03
2025-02-05,Barcelona,Calzado,2,53.18
2025-02-05,Valencia,Ropa,2,81.91
2025-02-05,Valencia,Ropa,3,80.42
2025-02-05,Valencia,Ropa,1,34.49
2025-02-05,Madrid,Ropa,2,54.48
2025-02-06,Madrid,Ropa,1,74.64
2025-02-06,Barcelona,Calzado,3,85.55
2025-02-06,Madrid,Ropa,2,88.2
2025-02-06,Barcelona,Calzado,4,111.5
2025-02-06,Valencia,Calzado,3,80.78
2025-02-06,Barcelona,Ropa,1,79.47
2025-02-06,Madrid,Calzado,1,116.69
2025-02-06,Valencia,Ropa,2,88.65
2025-02-06,Barcelona,Ropa,4,28.11
2025-02-06,Madrid,Calzado,3,87.09
2025-02-06,Barcelona,Ropa,1,79.92
2025-02-06,Barcelona,Ropa,3,27.86
2025-02-06,Madrid,Calzado,4,108.51
2025-02-06,Madrid,Ropa,4,87.57
2025-02-06,Valencia,Calzado,2,31.01
2025-02-06,Madrid,Calzado,3,36.04
2025-02-06,Valencia,Calzado,2,114.08
2025-02-06,Bilbao,Ropa,1,18.34
2025-02-06,Barcelona,Calzado,1,72.08
2025-02-06,Madrid,Ropa,2,44.7
2025-02-06,Valencia,Ropa,3,28.61
2025-02-06,Barcelona,Calzado,2,58.11
2025-02-06,Valencia,Calzado,2,74.45
2025-02-06,Valencia,Ropa,3,54.57
2025-02-07,Barcelona,Calzado,2,30.06
2025-02-07,Valencia,Ropa,2,67.1
2025-02-07,Barcelona,Ropa,4,68.69
2025-02-07,Madrid,Ropa,1,87.66
2025-02-07,Barcelona,Accesorios,1,58.42
2025-02-07,Barcelona,Calzado,4,42.01
2025-02-07,Barcelona,Calzado,1,47.6
2025-02-07,Valencia,Calzado,3,60.73
2025-02-07,Valencia,Accesorios,3,30.1
2025-02-07,Barcelona,Calzado,2,90.92
2025-02-07,Barcelona,Ropa,2,67.99
2025-02-07,Barcelona,Calzado,2,41.41
2025-02-07,Barcelona,Calzado,2,34.05
2025-02-07,Barcelona,Ropa,3,78.4
2025-02-07,Barcelona,Ropa,2,19.62
2025-02-07,Valencia,Accesorios,2,18.85
2025-02-07,Barcelona,Calzado,3,54.63
2025-02-07,Valencia,Ropa,2,86.57
2025-02-07,Madrid,Calzado,2,94.73
2025-02-07,Barcelona,Calzado,1,47.92
2025-02-07,Bilbao,Calzado,1,30.65
2025-02-07,Barcelona,Accesorios,1,16.3
2025-02-07,Barcelona,Calzado,1,118.2
2025-02-07,Barcelona,Ropa,2,19.5
2025-02-07,Bilbao,Ropa,4,32.97
2025-02-07,Barcelona,Ropa,1,23.69
2025-02-07,Bilbao,Ropa,4,21.35
2025-02-07,Madrid,Accesorios,1,11.35
2025-02-07,Madrid,Calzado,3,74.88
2025-02-07,Barcelona,Calzado,2,108.4
2025-02-07,Barcelona,Ropa,2,34.56
2025-02-07,Valencia,Calzado,2,65.64
2025-02-07,Barcelona,Accesorios,1,39.03
2025-02-07,Bilbao,Accesorios,4,57.24
2025-02-08,Madrid,Calzado,2,99.25
2025-02-08,Valencia,Ropa,1,29.05
2025-02-08,Madrid,Ropa,1,61.49
2025-02-08,Barcelona,Ropa,1,76.65
2025-02-08,Barcelona,Calzado,1,65.23
2025-02-08,Madrid,Ropa,1,39.92
2025-02-08,Barcelona,Calzado,2,52.85
2025-02-08,Barcelona,Calzado,1,65.26
2025-02-08,Barcelona,Calzado,1,79.42
2025-02-08,Barcelona,Calzado,3,112.88
2025-02-08,Barcelona,Ropa,3,72.64
2025-02-08,Madrid,Ropa,4,81.05
2025-02-08,Valencia,Calzado,2,93.08
2025-02-08,Madrid,Ropa,2,41.16
2025-02-08,Barcelona,Ropa,3,79.51
2025-02-08,Valencia,Calzado,1,93.34
2025-02-08,Barcelona,Ropa,4,19.53
2025-02-08,Barcelona,Ropa,3,73.6
2025-02-08,Valencia,Accesorios,1,8.75
2025-02-09,Barcelona,Calzado,2,45.31
2025-02-09,Bilbao,Accesorios,3,23.5
2025-02-09,Madrid,Ropa,4,16.47
2025-02-09,Valencia,Ropa,1,88.22
2025-02-09,Bilbao,Accesorios,1,13.04
2025-02-09,Barcelona,Calzado,3,78.44
2025-02-09,Valencia,Ropa,2,57.15
2025-02-09,Valencia,Calzado,4,84.2
2025-02-09,Barcelona,Ropa,4,61.13
2025-02-09,Valencia,Ropa,4,46.21
2025-02-09,Valencia,Calzado,3,51.45
2025-02-09,Barcelona,Ropa,3,76.4
2025-02-09,Bilbao,Calzado,4,97.09
2025-02-09,Barcelona,Accesorios,3,10.24
2025-02-09,Valencia,Ropa,3,40.48
2025-02-09,Bilbao,Calzado,3,90.82
2025-02-09,Barcelona,Ropa,1,60.64
2025-02-09,Valencia,Calzado,3,115.47
2025-02-09,Valencia,Ropa,4,86.33
2025-02-09,Madrid,Accesorios,2,37.53
2025-02-09,Madrid,Ropa,4,22.18
2025-02-09,Madrid,Calzado,2,105.13
2025-02-09,Barcelona,Ropa,3,26.74
2025-02-09,Barcelona,Ropa,1,17.9
2025-02-10,Valencia,Ropa,2,35.58
2025-02-10,Valencia,Calzado,1,53.76
2025-02-10,Barcelona,Calzado,3,116.31
2025-02-10,Madrid,Calzado,4,62.2
2025-02-10,Madrid,Ropa,4,70.77
2025-02-10,Bilbao,Ropa,1,43.59
2025-02-10,Barcelona,Ropa,1,60.68
2025-02-10,Madrid,Calzado,2,118.73
2025-02-10,Madrid,Ropa,2,26.42
2025-02-10,Barcelona,Ropa,3,82.81
2025-02-10,Valencia,Ropa,2,76.69
2025-02-10,Barcelona,Calzado,3,116.19
2025-02-10,Madrid,Calzado,4,111.34
2025-02-10,Madrid,Accesorios,4,59.1
2025-02-10,Madrid,Ropa,1,37.61
2025-02-10,Barcelona,Calzado,1,112.97
2025-02-10,Bilbao,Accesorios,2,47.09
2025-02-10,Valencia,Calzado,2,49.79
2025-02-10,Barcelona,Calzado,1,90.39
2025-02-10,Bilbao,Calzado,2,38.33
2025-02-10,Valencia,Calzado,3,80.98
2025-02-10,Madrid,Ropa,2,47.0
2025-02-10,Madrid,Ropa,1,48.49
2025-02-10,Madrid,Calzado,3,87.25
2025-02-10,Valencia,Ropa,2,47.61
2025-02-10,Valencia,Calzado,4,36.92
2025-02-10,Bilbao,Calzado,1,117.81
2025-02-10,Barcelona,Calzado,1,41.38
2025-02-10,Barcelona,Calzado,3,99.28
2025-02-10,Barcelona,Accesorios,1,23.67
2025-02-10,Barcelona,Calzado,1,44.95
2025-02-10,Madrid,Ropa,4,84.31
2025-02-11,Valencia,Calzado,4,102.01
2025-02-11,Bilbao,Accesorios,3,59.5
2025-02-11,Madrid,Ropa,4,76.83
2025-02-11,Madrid,Calzado,1,58.8
2025-02-11,Valencia,Calzado,3,32.04
2025-02-11,Madrid,Calzado,2,76.23
2025-02-11,Valencia,Ropa,1,22.2
2025-02-11,Barcelona,Ropa,1,80.47
2025-02-11,Barcelona,Ropa,3,75.04
2025-02-11,Madrid,Ropa,3,84.89
2025-02-11,Barcelona,Ropa,1,88.21
2025-02-11,Valencia,Ropa,2,77.22
2025-02-11,Valencia,Ropa,4,45.13
2025-02-11,Barcelona,Ropa,3,54.03
2025-02-11,Barcelona,Calzado,3,50.51
2025-02-11,Madrid,Ropa,4,82.58
2025-02-11,Madrid,Accesorios,1,32.28
2025-02-11,Valencia,Calzado,3,60.8
2025-02-11,Barcelona,Calzado,3,34.96
2025-02-11,Valencia,Ropa,3,25.64
2025-02-11,Barcelona,Ropa,1,89.07
2025-02-11,Barcelona,Calzado,2,101.39
2025-02-11,Barcelona,Ropa,2,35.04
2025-02-11,Madrid,Accesorios,1,13.83
2025-02-11,Barcelona,Accesorios,1,19.12
2025-02-12,Barcelona,Calzado,3,30.56
2025-02-12,Barcelona,Accesorios,1,39.77
2025-02-12,Madrid,Calzado,4,30.88
2025-02-12,Barcelona,Ropa,2,75.58
2025-02-12,Barcelona,Accesorios,1,54.62
2025-02-12,Valencia,Ropa,1,37.36
2025-02-12,Barcelona,Calzado,1,82.34
2025-02-12,Bilbao,Ropa,4,18.96
2025-02-12,Barcelona,Ropa,2,26.59
2025-02-12,Barcelona,Calzado,2,58.02
2025-02-12,Madrid,Ropa,1,89.02
2025-02-12,Barcelona,Calzado,1,33.92
2025-02-12,Barcelona,Ropa,4,76.9
2025-02-12,Madrid,Calzado,1,34.65
2025-02-12,Valencia,Ropa,2,33.45
2025-02-12,Valencia,Calzado,3,58.43
2025-02-12,Barcelona,Ropa,2,27.74
2025-02-12,Barcelona,Ropa,3,85.82
2025-02-12,Barcelona,Ropa,2,48.89
2025-02-12,Valencia,Accesorios,4,36.84
2025-02-12,Madrid,Ropa,1,47.44
2025-02-12,Barcelona,Ropa,3,69.14
2025-02-12,Madrid,Accesorios,1,57.61
2025-02-12,Barcelona,Ropa,3,68.72
2025-02-12,Barcelona,Ropa,2,24.77
2025-02-12,Barcelona,Ropa,1,45.48
2025-02-12,Barcelona,Ropa,3,79.62
2025-02-12,Valencia,Calzado,3,44.12
2025-02-12,Bilbao,Ropa,3,52.6
2025-02-12,Madrid,Ropa,3,84.21
2025-02-12,Madrid,Calzado,2,53.69
2025-02-12,Valencia,Ropa,3,48.36
2025-02-12,Madrid,Accesorios,1,47.68
2025-02-13,Madrid,Calzado,2,105.27
2025-02-13,Barcelona,Ropa,4,35.91
2025-02-13,Barcelona,Calzado,4,107.57
2025-02-13,Valencia,Calzado,4,30.51
2025-02-13,Madrid,Ropa,3,33.86
2025-02-13,Barcelona,Accesorios,4,12.28
2025-02-13,Madrid,Ropa,3,83.25
2025-02-13,Valencia,Ropa,4,29.2
2025-02-13,Madrid,Calzado,1,90.09
2025-02-13,Barcelona,Ropa,1,54.97
2025-02-13,Barcelona,Accesorios,3,20.45
2025-02-13,Barcelona,Calzado,3,50.09
2025-02-13,Barcelona,Ropa,1,35.12
2025-02-13,Bilbao,Accesorios,4,55.79
2025-02-13,Madrid,Calzado,4,82.41
2025-02-13,Valencia,Ropa,3,63.46
2025-02-13,Madrid,Ropa,3,82.87
2025-02-13,Barcelona,Ropa,2,16.43
2025-02-13,Madrid,Ropa,4,76.05
2025-02-13,Madrid,Calzado,4,77.24
2025-02-13,Valencia,Calzado,3,98.37
2025-02-13,Valencia,Ropa,3,49.42
2025-02-13,Madrid,Accesorios,2,53.02
2025-02-13,Valencia,Calzado,1,63.88
2025-02-13,Madrid,Ropa,4,16.26
2025-02-13,Barcelona,Ropa,1,54.61
2025-02-13,Bilbao,Ropa,3,87.86
2025-02-13,Barcelona,Calzado,4,114.43
2025-02-13,Bilbao,Calzado,4,58.56
2025-02-13,Barcelona,Ropa,2,25.26
2025-02-13,Barcelona,Ropa,3,44.32
2025-02-14,Madrid,Ropa,4,29.56
2025-02-14,Madrid,Accesorios,2,42.09
2025-02-14,Madrid,Ropa,4,78.99
2025-02-14,Barcelona,Ropa,1,18.55
2025-02-14,Bilbao,Ropa,2,76.02
2025-02-14,Barcelona,Ropa,3,78.42
2025-02-14,Barcelona,Calzado,4,119.84
2025-02-14,Madrid,Calzado,3,79.85
2025-02-14,Barcelona,Ropa,1,50.4
2025-02-14,Valencia,Ropa,3,24.95
2025-02-14,Madrid,Ropa,4,56.03
2025-02-14,Bilbao,Ropa,1,16.92
2025-02-14,Barcelona,Ropa,2,27.92
2025-02-14,Madrid,Ropa,3,40.36
2025-02-14,Valencia,Ropa,4,31.06
2025-02-14,Madrid,Calzado,3,112.66
2025-02-14,Barcelona,Calzado,2,98.66
2025-02-14,Valencia,Calzado,4,42.19
2025-02-14,Madrid,Ropa,2,23.5
2025-02-15,Barcelona,Accesorios,3,59.11
2025-02-15,Valencia,Accesorios,4,19.55
2025-02-15,Barcelona,Ropa,4,29.85
2025-02-15,Madrid,Calzado,4,79.45
2025-02-15,Madrid,Calzado,4,90.08
2025-02-15,Valencia,Accesorios,4,55.36
2025-02-15,Madrid,Accesorios,1,40.83
2025-02-15,Madrid,Ropa,1,56.8
2025-02-15,Barcelona,Calzado,1,93.06
2025-02-15,Barcelona,Accesorios,2,12.02
2025-02-15,Barcelona,Accesorios,4,34.8
2025-02-15,Barcelona,Ropa,3,66.29
2025-02-15,Madrid,Ropa,3,48.55
2025-02-15,Madrid,Accesorios,3,38.08
2025-02-15,Barcelona,Ropa,1,24.29
2025-02-15,Bilbao,Ropa,2,26.16
2025-02-15,Valencia,Ropa,1,39.83
2025-02-15,Barcelona,Ropa,2,31.28
2025-02-15,Madrid,Ropa,2,48.95
2025-02-15,Valencia,Calzado,1,38.46
2025-02-15,Bilbao,Calzado,1,115.53
2025-02-15,Madrid,Calzado,4,39.86
2025-02-15,Bilbao,Calzado,1,39.71
